Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,FL,FL-SS-018,duiBac,How is a fourth DUI classified in Florida?,A misdemeanor,Third-degree felony,Second-degree felony,First-degree felony,B,1,Fourth DUI is a third-degree felony with up to 5 years imprisonment.
State-Specific,FL,FL-SS-019,gdlLicensing,At what age can you get a learner's permit in Florida?,14 years old,15 years old,15.5 years old,16 years old,B,1,"Florida issues learner's permits to new drivers at age 15, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,FL,FL-SS-020,gdlLicensing,At what age can you get a Class E license in Florida?,15 years old,16 years old,17 years old,18 years old,B,1,You can apply for a Class E driver's license at 16 years old.
State-Specific,FL,FL-SS-021,gdlLicensing,How long must you hold a learner's permit in Florida?,6 months,9 months,12 months,18 months,C,2,Must hold learner's permit for 12 months before getting license.
State-Specific,FL,FL-SS-022,gdlLicensing,All first-time Florida drivers must complete?,Road test only,TLSAE course,Written test only,Vision test only,B,1,Traffic Law and Substance Abuse Education (TLSAE) course is required.
State-Specific,FL,FL-SS-023,gdlLicensing,How many hours of driving experience are required?,30 hours of supervised driving,40 hours of supervised driving,50 hours of supervised driving,60 hours of supervised driving,C,2,"Florida requires 50 hours driving experience, including 10 at night."
State-Specific,FL,FL-SS-024,gdlLicensing,What is Florida's drivers 16-17 cannot drive between?,10 PM to 6 AM,11 PM to 6 AM,Midnight-6 AM,1 AM to 5 AM,B,1,"In Florida, teen drivers with restricted licenses cannot drive between 11 PM and 6 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,FL,FL-SS-025,gdlLicensing,At what age can you get a learner's permit in Florida?,Wait another year,Take Basic Driver Improvement course,Permit is revoked,Pay a fine only,B,1,Must complete BDI course if you have traffic violations during permit year.
State-Specific,FL,FL-SS-026,gdlLicensing,What are Florida's minimum insurance requirements?,10/20/10,15/30/10,20/40/10,25/50/25,A,0,"Florida requires 10/20/10 minimum liability coverage: $10,000 per person for bodily injury, $20,000 per accident for bodily injury, and $10,000 for property damage."
State-Specific,FL,FL-SS-027,insurance,What is Florida's minimum bodily injury liability per person?,"$10,000","$15,000","$20,000","$25,000",A,0,"Florida requires a minimum of $10,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,FL,FL-SS-028,insurance,What is Florida's minimum bodily injury liability per accident?,"$10,000","$20,000","$30,000","$50,000",B,1,"Florida requires a minimum of $20,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,FL,FL-SS-029,insurance,What is Florida's minimum property damage liability?,"$5,000","$10,000","$15,000","$20,000",B,1,"Florida requires a minimum of $10,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,FL,FL-SS-030,insurance,Florida requires Personal Injury Protection (PIP)?,"$5,000","$10,000","$15,000","$25,000",B,1,"Florida requires $10,000 in Personal Injury Protection (PIP) coverage. PIP pays for your medical expenses and lost wages regardless of who caused the accident."
State-Specific,FL,FL-SS-031,insurance,Is Florida an at-fault or no-fault insurance state?,At-fault state,No-fault state,Choice state,Hybrid state,B,1,"Florida is a no-fault state, meaning each driver's own insurance covers their injuries regardless of who caused the accident, reducing the need for litigation."
State-Specific,FL,FL-SS-032,seatbeltPhone,How is Florida's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Varies by county,A,0,"Florida has primary seat belt enforcement, meaning law enforcement can stop and cite you solely for not wearing a seat belt."
State-Specific,FL,FL-SS-033,seatbeltPhone,What is Florida's law on texting while driving?,Legal with no restrictions,Prohibited - primary offense,Prohibited - secondary offense,Legal for adults,B,1,"In Florida, texting while driving is a primary offense, meaning law enforcement can stop and cite you solely for this violation without needing another reason."
State-Specific,FL,FL-SS-034,seatbeltPhone,What is Florida's first texting violation carries fine?,$20,$30,$50,$100,B,1,"In Florida, a texting while driving violation carries a fine of $30. Additional violations may result in higher fines and points on your record."
State-Specific,FL,FL-SS-035,seatbeltPhone,What does Second texting violation within 5 years add in Florida?,Higher fine only,$60 fine and 3 points,$100 fine,Warning only,B,1,"In Florida, second offense is $60 fine plus 3 points on driving record."
State-Specific,FL,FL-SS-036,seatbeltPhone,"In school/construction zones, holding any wireless device?",Allowed,Prohibited for all drivers,Allowed for GPS only,Allowed for calls only,B,1,Holding any wireless device is prohibited in school/construction zones.
State-Specific,FL,FL-SS-037,pointsPenalties,What is Florida's children 12 and under must sit in?,Front seat,Back seat,Either seat,Booster seat only,B,1,"In Florida, children age 12 and under must sit in the back seat for safety. The back seat provides better protection in the event of a front-end collision."
State-Specific,FL,FL-SS-038,pointsPenalties,What is Florida's children 5 and under must be?,In seat belt,In appropriate child/booster seat,In back seat only,Supervised by adult,B,1,Children 5 and under must be in appropriate child or booster seat.
State-Specific,FL,FL-SS-039,pointsPenalties,Is Florida an at-fault or no-fault insurance state?,First-degree felony,Second-degree felony,Third-degree felony,A misdemeanor,B,1,DUI manslaughter is a second-degree felony with up to 15 years imprisonment.
State-Specific,FL,FL-SS-040,pointsPenalties,What is Florida's DUI manslaughter with leaving scene?,Second-degree felony,First-degree felony,Third-degree felony,Capital offense,B,1,"DUI manslaughter plus leaving scene is first-degree felony, up to 30 years."
State-Specific,FL,FL-SS-041,pointsPenalties,What is the third DUI within 10 years results in revocation period in Florida?,5 years suspension,7 years suspension,10 years suspension,Permanent,C,2,"In Florida, third DUI within 10 years results in 10-year revocation."
State-Specific,FL,FL-SS-042,pointsPenalties,Motorcyclists riding with one wheel off ground face fine?,$250,$500,$750,"$1,000",D,3,"Wheelies or riding with one wheel off ground carries $1,000 fine."
State-Specific,FL,FL-SS-043,stateUnique,What is Florida's's implied consent law means?,You can refuse all tests,Driving implies consent to testing,Tests are optional,Consent required before driving,B,1,"Driving in Florida implies consent to breath, blood, or urine testing."
State-Specific,FL,FL-SS-044,stateUnique,How often must Florida driver's licenses be renewed?,Every 10 days,Every 30 days,Every 45 days,Every 60 days,C,2,Temporary license is valid for 45 days if you request a hearing.
State-Specific,FL,FL-SS-045,stateUnique,At what age can you get a hardship/junior permit in Florida?,Immediately if pleading guilty,30 days,60 days,90 days,A,0,"If pleading guilty, you can request hardship license immediately."
State-Specific,FL,FL-SS-046,stateUnique,IID is mandatory for first DUI with BAC 0.15%+?,3 months,6 months,1 year,2 years,B,1,"In Florida, an Ignition Interlock Device (IID) is required for certain DUI offenses. The IID prevents your vehicle from starting if alcohol is detected on your breath."
State-Specific,FL,FL-SS-047,stateUnique,"When parking, you must be within how many inches of curb?",6 inches,12 inches,18 inches,24 inches,B,1,"In Florida, when parallel parking, you must park within 12 inches of the curb. Proper parking helps maintain traffic flow and prevents accidents."
State-Specific,FL,FL-SS-048,stateUnique,Courts cannot reduce DUI charges if BAC was?,0.10% or higher,0.12% or higher,0.15% or higher,0.20% or higher,C,2,Courts cannot withhold adjudication or reduce charges if BAC was 0.15%+.
State-Specific,FL,FL-SS-049,stateUnique,"For under-21 with BAC 0.05%+, suspension lasts until?",30 days suspension,90 days suspension,Completion of substance abuse course,6 months suspension,C,2,Suspension continues until completion of substance abuse evaluation and course.
State-Specific,FL,FL-SS-050,stateUnique,Lane splitting for motorcycles in Florida?,Legal with no restrictions,Prohibited for all drivers,Legal on highways only,Legal under 35 mph,B,1,"In Florida, lane splitting is prohibited for motorcycles in Florida."
State-Specific,GA,GA-SS-001,speedLimits,What is the maximum speed limit on Georgia interstates?,65 miles per hour,70 miles per hour,75 miles per hour,80 miles per hour,B,1,"Georgia's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,GA,GA-SS-002,speedLimits,The speed limit on other Georgia state highways is typically?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"Georgia's maximum speed limit on major highways is 65 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,GA,GA-SS-003,speedLimits,Speed limits in Georgia residential/urban areas?,20-30 mph,25-35 mph,30-40 mph,35-45 mph,B,1,The default speed limit in Georgia residential areas is 35 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,GA,GA-SS-004,speedLimits,The default speed limit in other locations in Georgia?,45 miles per hour,50 miles per hour,55 miles per hour,65 miles per hour,C,2,"In Georgia, the default speed limit on roads not otherwise posted is 55 mph. Always check for posted speed limits as they may vary by location."
State-Specific,GA,GA-SS-005,speedLimits,What is Georgia's enforces speed limits as?,Basic speed law with margin,Absolute limits - any amount over is a violation,10 mph grace period,5 mph grace period,B,1,Georgia enforces absolute speed limits - exceeding by even 1 mph is a violation.
State-Specific,GA,GA-SS-006,speedLimits,Georgia's 'Super Speeder' law applies to drivers going?,75+ mph on 2-lane roads or 85+ mph anywhere,80+ mph on any road,85+ mph on any road,90+ mph on interstates,A,0,Super Speeder applies at 75+ mph on 2-lane roads or 85+ mph anywhere.
State-Specific,GA,GA-SS-007,speedLimits,What is the fine in Georgia?,$100,$150,$200,$250,C,2,Super Speeder designation adds a $200 state fee on top of other fines.
State-Specific,GA,GA-SS-008,speedLimits,"When passing emergency vehicles with flashing lights, slow?",5 mph below limit,10 mph below limit,15 mph below limit,20 mph below limit,B,1,Slow to at least 10 mph below the speed limit when passing emergency vehicles.
